#STORY EVENTS#;;;;;;;;;;;;;;x;
EVTNAME_rexteut_1001;Adelaide of Italy;Adelaide of Italy;Adelaide of Italy;;Adelaide of Italy;;;;;;;;;x;
EVTDESC_rexteut_2005;Rather than push the matter of investiture rights further, the Pope has instead submitted to the authority of the Emperor, agreeing to respect his authority over the ecclesiastical matters of his realm henceforth. With victory in the Investiture debate, the position of the Emperor has never looked stronger.;Rather than push the matter of investiture rights further, the Pope has instead submitted to the authority of the Emperor, agreeing to respect his authority over the ecclesiastical matters of his realm henceforth. With victory in the Investiture debate, the position of the Emperor has never looked stronger.;Rather than push the matter of investiture rights further, the Pope has instead submitted to the authority of the Emperor, agreeing to respect his authority over the ecclesiastical matters of his realm henceforth. With victory in the Investiture debate, the position of the Emperor has never looked stronger.;;Rather than push the matter of investiture rights further, the Pope has instead submitted to the authority of the Emperor, agreeing to respect his authority over the ecclesiastical matters of his realm henceforth. With victory in the Investiture debate, the position of the Emperor has never looked stronger.;;;;;;;;;x;
EVTOPTA_rexteut_2005;Yeah. That's what I thought.;Yeah. That's what I thought.;Yeah. That's what I thought.;;Yeah. That's what I thought.;;;;;;;;;;
EVTNAME_rexteut_2007;Pope accepts Emperor's repentance;Pope accepts Emperor's repentance;Pope accepts Emperor's repentance;;Pope accepts Emperor's repentance;;;;;;;;;;
EVTDESC_rexteut_2007;It seems having the Pope as an enemy has not been beneficial for the Emperor, who has submitted in repentance for his sinful questioning of Papal Authority.;It seems having the Pope as an enemy has not been beneficial for the Emperor, who has submitted in repentance for his sinful questioning of Papal Authority.;It seems having the Pope as an enemy has not been beneficial for the Emperor, who has submitted in repentance for his sinful questioning of Papal Authority.;;It seems having the Pope as an enemy has not been beneficial for the Emperor, who has submitted in repentance for his sinful questioning of Papal Authority.;;;;;;;;;x;
EVTOPTA_rexteut_2007;Forgive me...;Forgive me...;Forgive me...;;Forgive me...;;;;;;;;;x;
EVTNAME_rexteut_2008;Pope rejects Emperor's repentance;Pope rejects Emperor's repentance;Pope rejects Emperor's repentance;;Pope rejects Emperor's repentance;;;;;;;;;;
EVTDESC_rexteut_2008;Despite your desire to repent and moves to end this investiture controversy, the Pope has instead rejected your attempts to make things right.;Despite your desire to repent and moves to end this investiture controversy, the Pope has instead rejected your attempts to make things right.;Despite your desire to repent and moves to end this investiture controversy, the Pope has instead rejected your attempts to make things right.;;Despite your desire to repent and moves to end this investiture controversy, the Pope has instead rejected your attempts to make things right.;;;;;;;;;;
EVTOPTA_rexteut_2008;That little...!;That little...!;That little...!;;That little...!;;;;;;;;;x;
EVTDESC_rexteut_2009;Since your excommunication, your position as Emperor has become increasingly untenable. Your vassals defy your authority, your bishops shun you like a plague and the entire Catholic world seems to treat you with disdain. At best.;Since your excommunication, your position as Emperor has become increasingly untenable. Your vassals defy your authority, your bishops shun you like a plague and the entire Catholic world seems to treat you with disdain. At best.;Since your excommunication, your position as Emperor has become increasingly untenable. Your vassals defy your authority, your bishops shun you like a plague and the entire Catholic world seems to treat you with disdain. At best.;;Since your excommunication, your position as Emperor has become increasingly untenable. Your vassals defy your authority, your bishops shun you like a plague and the entire Catholic world seems to treat you with disdain. At best.;;;;;;;;;x;
EVTOPTA_rexteut_2009;I need to repent before it's too late!;I need to repent before it's too late!;I need to repent before it's too late!;;I need to repent before it's too late!;;;;;;;;;x;
EVTOPTB_rexteut_2009;I'm the Emperor, dammit! I bow to nobody!;I'm the Emperor, dammit! I bow to nobody!;I'm the Emperor, dammit! I bow to nobody!;;I'm the Emperor, dammit! I bow to nobody!;;;;;;;;;x;
EVTDESC_rexteut_2010;As the new Emperor, the ongoing investiture controversy is obviously an outstanding issue from your predecessor, and it may well be within your power to bring it to an end...;As the new Emperor, the ongoing investiture controversy is obviously an outstanding issue from your predecessor, and it may well be within your power to bring it to an end...;As the new Emperor, the ongoing investiture controversy is obviously an outstanding issue from your predecessor, and it may well be within your power to bring it to an end...;;As the new Emperor, the ongoing investiture controversy is obviously an outstanding issue from your predecessor, and it may well be within your power to bring it to an end...;;;;;;;;;x;
EVTOPTA_rexteut_2010;Attempt a compromise with the Pope;Attempt a compromise with the Pope;Attempt a compromise with the Pope;;Attempt a compromise with the Pope;;;;;;;;;x;
EVTOPTB_rexteut_2010;Demand the Pope end this nonsense;Demand the Pope end this nonsense;Demand the Pope end this nonsense;;Demand the Pope end this nonsense;;;;;;;;;x;
EVTOPTC_rexteut_2010;Submit to the Pope's authority;Submit to the Pope's authority;Submit to the Pope's authority;;Submit to the Pope's authority;;;;;;;;;x;
EVTNAME_rexteut_2013;Pope desires Compromise;Pope desires Compromise;Pope desires Compromise;;Pope desires Compromise;;;;;;;;;x;
EVTDESC_rexteut_2013;It seems the Pope realises the investiture controversy has gone on long enough. He is offering a compromise, wherein both sides will acknowledge their respective spheres of power in ecclesiastical affairs.;It seems the Pope realises the investiture controversy has gone on long enough. He is offering a compromise, wherein both sides will acknowledge their respective spheres of power in ecclesiastical affairs.;It seems the Pope realises the investiture controversy has gone on long enough. He is offering a compromise, wherein both sides will acknowledge their respective spheres of power in ecclesiastical affairs.;;It seems the Pope realises the investiture controversy has gone on long enough. He is offering a compromise, wherein both sides will acknowledge their respective spheres of power in ecclesiastical affairs.;;;;;;;;;x;
EVTOPTA_rexteut_2013;Finally, we can end this!;Finally, we can end this!;Finally, we can end this!;;Finally, we can end this!;;;;;;;;;x;
EVTOPTB_rexteut_2013;You call that a compromise? Is this a joke?;You call that a compromise? Is this a joke?;You call that a compromise? Is this a joke?;;You call that a compromise? Is this a joke?;;;;;;;;;x;
EVTNAME_rexteut_2014;Papal demands restated;Papal demands restated;Papal demands restated;;Papal demands restated;;;;;;;;;x;
EVTDESC_rexteut_2014;Despite hopes that the new Pope would be a little more accommodating on the matter of investiture, he has instead doubled down on the policies of his predecessor, re-issuing the demand for the Emperor give up all power to appoint bishops.;Despite hopes that the new Pope would be a little more accommodating on the matter of investiture, he has instead doubled down on the policies of his predecessor, re-issuing the demand for the Emperor give up all power to appoint bishops.;Despite hopes that the new Pope would be a little more accommodating on the matter of investiture, he has instead doubled down on the policies of his predecessor, re-issuing the demand for the Emperor give up all power to appoint bishops.;;Despite hopes that the new Pope would be a little more accommodating on the matter of investiture, he has instead doubled down on the policies of his predecessor, re-issuing the demand for the Emperor give up all power to appoint bishops.;;;;;;;;;x;
EVTOPTA_rexteut_2014;Fine. Whatever. I just want this ridiculousness to end.;Fine. Whatever. I just want this ridiculousness to end.;Fine. Whatever. I just want this ridiculousness to end.;;Fine. Whatever. I just want this ridiculousness to end.;;;;;;;;;x;
EVTOPTB_rexteut_2014;I'm NOT backing down!;I'm NOT backing down!;I'm NOT backing down!;;I'm NOT backing down!;;;;;;;;;x;
EVTNAME_rexteut_2015;Concordat of Worms;Concordat of Worms;Concordat of Worms;;Concordat of Worms;;;;;;;;;x;
EVTDESC_rexteut_2015;Papal and Imperial entourages have met near the city of Worms, both eager to end the investiture controversy once and for all. They have agreed to a compromise, wherein kings have a right to invest bishops with secular authority, but not sacred authority, the latter being the domain of the Papacy. Although this compromise seems to have ended the conflict over investiture, the long-term effects can only be guessed at: the authority of the Emperor has been compromised, possibly permanently, and the moral authority of the church itself has taken a noticeable hit.;Papal and Imperial entourages have met near the city of Worms, both eager to end the investiture controversy once and for all. They have agreed to a compromise, wherein kings have a right to invest bishops with secular authority, but not sacred authority, the latter being the domain of the Papacy. Although this compromise seems to have ended the conflict over investiture, the long-term effects can only be guessed at: the authority of the Emperor has been compromised, possibly permanently, and the moral authority of the church itself has taken a noticeable hit.;Papal and Imperial entourages have met near the city of Worms, both eager to end the investiture controversy once and for all. They have agreed to a compromise, wherein kings have a right to invest bishops with secular authority, but not sacred authority, the latter being the domain of the Papacy. Although this compromise seems to have ended the conflict over investiture, the long-term effects can only be guessed at: the authority of the Emperor has been compromised, possibly permanently, and the moral authority of the church itself has taken a noticeable hit.;;Papal and Imperial entourages have met near the city of Worms, both eager to end the investiture controversy once and for all. They have agreed to a compromise, wherein kings have a right to invest bishops with secular authority, but not sacred authority, the latter being the domain of the Papacy. Although this compromise seems to have ended the conflict over investiture, the long-term effects can only be guessed at: the authority of the Emperor has been compromised, possibly permanently, and the moral authority of the church itself has taken a noticeable hit.;;;;;;;;;;
